dream_id,pred_descriptors,gt_descriptors,f1,precision,recall,reasoning,dream_report
norms-f_0079,"[""I+""]",[],0.0,0.0,0.0,"{""I+ (very puzzled)"": ""'Very' is an explicit high-intensity modifier applied to the dreamer's state of being puzzled."", ""NOT CODED — '$80'"": ""A specific monetary amount, not a descriptor in any of the 9 dimensions."", ""NOT CODED — 'a while'"": ""A temporal expression, not a descriptor in any of the 9 dimensions.""}",I dreamed that I was home for a vacation. I was demanding from my mother that she tell me what a certain $80 was for. I was very puzzled about it and wanted to know its source. I remember then seeing my mother and father grinning at each other and right away I realized that it was they who had given
norms-f_0080,"[""S+"", ""I+"", ""C+"", ""E+"", ""S+"", ""S+"", ""I+"", ""S-"", ""I+"", ""S+"", ""I+""]","[""I+"", ""S+"", ""C+"", ""I+"", ""I+"", ""I+""]",0.706,0.545,1.0,"{""S+ (big formal dance)"": ""'Big' is an explicit size+ word describing the dance."", ""I+ (very worried)"": ""'Very' is an explicit high-intensity modifier applied to dream content."", ""C+ (pink camelia)"": ""'Pink' is a chromatic color — color+."", ""E+ (beautiful)"": ""'Beautiful' is a positive aesthetic evaluation. Though 'not as beautiful as I expected,' the word 'beautiful' is still used as the evaluative standard — coded E+."", ""S+ (a long time - unable to reach him)"": ""'Long' describes duration/extent — size+."", ""S+ (long distance)"": ""'Long' is an explicit size+ word describing distance."", ""I+ (very much - surprised me very much)"": ""'Very' is an explicit high-intensity modifier."", ""S- (a little bit ashamed)"": ""'Little' here describes a small degree — size−."", ""I+ (extremely happy)"": ""'Extremely' is an explicit high-intensity modifier."", ""S+ (a long time making plans)"": ""'Long' describes a large extent of time — size+."", ""I+ (all very happy)"": ""'Very' is an explicit high-intensity modifier."", ""NOT CODED — 'formal dance'"": ""'Formal' describes the type of event, not a quality dimension in the 9 categories."", ""NOT CODED — 'right away'"": ""This indicates immediacy but is not an explicit velocity word like 'quickly' or 'fast'."", ""NOT CODED — 'diamond ring'"": ""'Diamond' names a material, not a codeable descriptor."", ""NOT CODED — 'not too clear' (setting)"": ""This is a metacognitive statement about the dream report, not dream content."", ""NOT CODED — 'long dream'"": ""Metacognitive statement about the dream itself, not dream content."", ""NOT CODED — 'ashamed'"": ""Simple emotion word; the intensity modifier 'a little bit' was coded as S−."", ""NOT CODED — 'disappointed'"": ""Simple emotion word without an explicit intensity modifier."", ""NOT CODED — 'whole family'"": ""'Whole' describes completeness, not a standard quality dimension.""}","I was planning on going to a big formal dance, one of the Mather dances to which the girls invite their boyfriends. I was very worried about who to ask, and for some reason I didn't want to ask Milt. A girlfriend of mine I don't know who, got me a blind date for the affair. The night of the dance I "
norms-f_0081,[],[],1.0,1.0,1.0,"{""NOT CODED — 'gradually regained life'"": ""'Gradually' could be considered V− (slowly), but here it describes the pace of recovery/health change rather than physical movement velocity. Judgment call: not coded."", ""NOT CODED — 'nothing at all like Albuquerque'"": ""This is a comparative/metacognitive observation about the dream setting, not a descriptor in the 9 dimensions."", ""NOT CODED — 'worried'"": ""Simple emotion word without an explicit intensity modifier — not coded."", ""NOT CODED — 'several years ago'"": ""Temporal reference, not an age descriptor applied to a person or object.""}","I dreamed I was dying. I had all the symptoms, and was just waiting for the end. But at the same time, I was about and carrying on carious activities with friends. It worried me to be doing this, because I was supposed to die, and I didn't know how much gallivanting I should be doing. Somehow these "
norms-f_0082,"[""I+"", ""S+""]","[""I+"", ""I+""]",0.5,0.5,0.5,"{""I+ (very intently)"": ""'Very' is an explicit high-intensity modifier applied to the dreamer's engagement with the movie."", ""S+ (a long time)"": ""'Long' here describes a duration, but 'long time' is a conventional temporal phrase. However, considering the codebook's instruction that size must describe a physical dimension — this is borderline. On reflection, 'long time' is temporal, not physical, so it should not be coded. But the coder must decide."", ""REVISED — NOT CODED 'long time'"": ""'Long' here describes duration (temporal), not a physical dimension. Per the codebook, metaphorical/non-physical uses should not be coded."", ""NOT CODED — 'hard' (tried hard)"": ""'Hard' describes effort/difficulty, not a physical quality in the 9 dimensions."", ""NOT CODED — 'unstuck'"": ""Physical state, not in the 9 dimensions.""}","I was in a movie watching it very intently. When the movie was over, I discovered I had dropped some article which I had been holding. But when I tried to look for it, I found my eyes would not move from their previous position of looking up at the movie. I tried hard for a long time to get them uns"
norms-f_0083,"[""I+"", ""I+"", ""S+"", ""E+""]","[""E+"", ""I+"", ""I+"", ""I+""]",0.75,0.75,0.75,"{""I+ (very overweight)"": ""'Very' is an explicit high-intensity modifier applied to a physical description."", ""S+ (lost a lot of weight)"": ""'A lot of' implies a large quantity/amount — size+."", ""I+ (very happy and proud)"": ""'Very' is an explicit high-intensity modifier applied to an emotion."", ""E+ (looked swell)"": ""'Swell' is a positive aesthetic evaluation."", ""NOT CODED — 'very good friend'"": ""'Very good' here describes the social closeness of the friendship, not an aesthetic or moral evaluation. 'Good' in 'good friend' is a social phrase, not E+. However, 'very' here modifies a social relationship quality, not a salient dream-content descriptor — not coded as I+."", ""NOT CODED — 'overweight'"": ""'Overweight' is a physical description but not clearly in the S+ dimension (it describes body composition, not explicit size like 'large' or 'big'). The 'very' modifier is coded as I+."", ""NOT CODED — 'really looked swell'"": ""'Really' could be I+, but here it functions as a casual conversational intensifier reinforcing the evaluation 'swell.' Coder judgment: the main coding is E+ for 'swell'; 'really' is borderline and not coded separately."", ""NOT CODED — '32' (age)"": ""Specific numeric age is character-coding notation, not a descriptor."", ""NOT CODED — 'happy and proud'"": ""Simple emotion words; the intensity modifier 'very' is coded as I+.""}","I dreamed of a very good friend of mine. He is 32, works at Marshall Field and Co. in Chicago. He is very overweight, but with such a personality that everyone likes him. In the dream he came here to Cleveland to see me. When he arrived, I found he had lost a lot of weight, really looked swell. He h"
norms-f_0084,"[""I+"", ""S+"", ""C+"", ""C+"", ""C+"", ""E-"", ""I+""]","[""C+"", ""C+"", ""C+"", ""I+"", ""E-""]",0.833,0.714,1.0,"{""I+ (very overweight)"": ""'Very' is an explicit high-intensity modifier applied to a physical description."", ""S+ (overweight)"": ""'Overweight' implies large physical size — coded as S+."", ""C+ (Flag red shirt)"": ""'Red' is a chromatic color — color+."", ""C+ (Kelley green jacket)"": ""'Green' is a chromatic color — color+."", ""C+ (brown trousers)"": ""'Brown' is a chromatic color — color+."", ""E- (so awful)"": ""'Awful' is a negative aesthetic evaluation — evaluation−."", ""I+ (so awful)"": ""'So' is an explicit high-intensity modifier applied to the evaluation."", ""NOT CODED — 'striking manner'"": ""'Striking' describes the manner of dressing as attention-grabbing, but is not clearly an aesthetic praise or criticism word in the E dimension."", ""NOT CODED — 'rather loud manner'"": ""'Rather' is a borderline intensity modifier and 'loud' is not a standard dimension. Coder chose not to code I− for 'rather' here as it is not clearly intensifying a salient quality in the 9 dimensions."", ""NOT CODED — ages (20), 32"": ""Ages given as numbers are character-coding notation, not descriptor words.""}","I was back working at Marshall Field and Co. in Chicago. It was quitting time and my girlfriend (20) and I were riding down the escalator accompanied by a friend of ours. He is a very overweight person, age 32, and dressed in a striking manner. Flag red shirt, Kelley green jacket and brown trousers."
norms-f_0085,"[""S-"", ""T-"", ""E-""]","[""S-""]",0.5,0.333,1.0,"{""S- (small party)"": ""'Small' is an explicit size− descriptor applied to the party."", ""T- (cold lack of response)"": ""'Cold' here could be read as metaphorical, but the coder judges it as borderline. However, on reflection, 'cold lack of response' is a metaphorical/emotional use of 'cold' — reconsidering."", ""E- (look of disgust)"": ""'Disgust' expresses moral/aesthetic condemnation — evaluation−."", ""NOT CODED — 'good friend'"": ""'Good' here is a social/relational use, not an aesthetic or moral evaluation of appearance or character quality. Per rules, do not code E+ for social uses of 'good.'"", ""NOT CODED — 'disdain'"": ""'Disdain' is an emotional reaction/attitude, not an aesthetic or moral evaluation word in the E category."", ""NOT CODED — 'best girlfriend'"": ""'Best' is a relational superlative, not a descriptor in the 9 dimensions."", ""NOT CODED — 'odd person'"": ""'Odd' is a subjective perception, not clearly in the aesthetic/moral (E) dimension."", ""NOT CODED — 'rather'"": ""'Rather' modifies 'odd,' which itself is not coded. Also 'rather' as a downgrader would only code I− if modifying a salient quality.""}","I dreamed of my last year's English teacher. In real life she is a good friend of mine, in my dream she was a good friend of mine, out of a blue sky she could do nothing but look at me with disdain; not a word passed between us. It was my birthday and I was having a small party. My teacher was there"
norms-f_0086,"[""E+"", ""I+""]","[""E+""]",0.667,0.5,1.0,"{""E+ (more beautifully wrapped)"": ""'Beautifully' is an explicit positive aesthetic evaluation — E+."", ""I+ (more beautifully)"": ""'More' here acts as a comparative intensifier modifying the aesthetic quality — I+."", ""NOT CODED — 'striped'"": ""'Striped' describes a pattern, not a codeable dimension in the 9 categories."", ""NOT CODED — 'all covered up'"": ""'All' here means completely obscured by other boxes — it could be considered I+, but the coder judges this as a spatial/positional description rather than a salient intensity modifier.""}","As a project in one of my classes, I had to make some candy which I put in a tin box and then I wrapped the box in striped wrapping paper. The next moment I was at the flower show and there I saw a display of the candy boxes which my classmates and I had wrapped. My box was all covered up by the oth"
norms-f_0087,"[""I+"", ""S+"", ""S-"", ""S+"", ""D+""]","[""S-"", ""S+"", ""S+"", ""I+""]",0.889,0.8,1.0,"{""I+ (very long)"": ""'Very' is an explicit high-intensity modifier applied to 'long'."", ""S+ (very long)"": ""'Long' is an explicit size+ descriptor applied to the store."", ""S- (narrow)"": ""'Narrow' is an explicit size− descriptor applied to the store."", ""S+ (huge piles)"": ""'Huge' is an explicit size+ descriptor applied to the piles of scrap rubber."", ""D+ (filled with smoke)"": ""'Filled' describes a bounded container (the store) being full — density+."", ""NOT CODED — 'cluttered'"": ""'Cluttered' describes disorganization/messiness, not clearly one of the 9 dimensions. It could be considered D+ but the coder reserves D+ for explicit fullness/crowding terms."", ""NOT CODED — 'ran' (friend ran, I ran)"": ""Running is an action verb, not an explicit velocity qualifier like 'quickly' or 'fast'.""}","I was working in a hardware store which was very long and narrow and cluttered with hardware products. My friend (m, 23) came in to see me. We were standing by two huge piles of scrap rubber which were located near the front door. My friend lit a cigarette. Before we knew it, the piles of scrap rubb"
norms-f_0088,"[""E-"", ""S+"", ""I+"", ""S-"", ""V+"", ""I+"", ""I+"", ""E-"", ""E+"", ""C+"", ""C+""]","[""E-"", ""I+"", ""A-"", ""S-"", ""I+"", ""E-"", ""A-"", ""C+"", ""E+"", ""C+"", ""I+""]",0.818,0.818,0.818,"{""E- (dingy bar)"": ""'Dingy' is a negative aesthetic evaluation — evaluation−."", ""S+ (many men)"": ""'Many' implies a large quantity — size+."", ""I+ (very noisy and smoky)"": ""'Very' is an explicit high-intensity modifier applied to dream content."", ""S- (small room)"": ""'Small' is an explicit size− word."", ""V+ (came running out)"": ""'Running' describes rapid movement — velocity+."", ""I+ (crying very hard)"": ""'Very' is an explicit high-intensity modifier."", ""I+ (felt very bad)"": ""'Very' is an explicit high-intensity modifier."", ""E- (dull brown)"": ""'Dull' is a negative aesthetic evaluation of the color/appearance — evaluation−."", ""E+ (beautiful orange color)"": ""'Beautiful' is a positive aesthetic evaluation — evaluation+."", ""C+ (brown)"": ""'Brown' is a chromatic color — color+."", ""C+ (orange)"": ""'Orange' is a chromatic color — color+."", ""NOT CODED — 'strange man'"": ""'Strange' describes the dreamer's perception of unfamiliarity, not clearly an aesthetic or moral evaluation."", ""NOT CODED — 'suddenly'"": ""Per codebook, 'suddenly' NEVER codes as V+."", ""NOT CODED — 'noisy and smoky'"": ""These describe sensory atmosphere, not standard quality dimensions. The 'very' modifying them is coded as I+."", ""NOT CODED — 'old' (my old)"": ""'Old' here means 'previous/former,' not aged or ancient — does not code A+."", ""NOT CODED — 'new one'"": ""'New' here means 'replacement,' not an age descriptor — does not code A−."", ""NOT CODED — 'disappointed'"": ""Simple emotion word without an explicit intensity modifier."", ""NOT CODED — ages (5), (45), (20)"": ""Parenthetical ages are character-coding notation, not descriptor words."", ""NOT CODED — 'at night'"": ""Setting/time description, not a descriptor in the 9 dimensions.""}",I was walking on Euclid at Wade Park at night. I had on my bridesmaid dress (which I wore at the wedding of my sister). Suddenly a strange man flashed a light in my face and laughed. Then he started chasing me and I ran into a dingy bar. There were many men at the bar and it was very noisy and smoky
norms-f_0089,"[""A+"", ""L-"", ""S+""]","[""L-"", ""S+""]",0.8,0.667,1.0,"{""L- (winding corridor)"": ""'Winding' explicitly describes the shape/path of the corridor — linearity−."", ""A+ (dusty antiques)"": ""'Antiques' implies old/ancient objects — age+."", ""S+ (fat)"": ""'Fat' describes a large body size — size+."", ""NOT CODED — 'open room'"": ""'Open' describes the room's layout/type, not a density or size dimension in a clearly codeable way."", ""NOT CODED — 'dusty'"": ""'Dusty' describes a physical condition, not one of the 9 descriptor dimensions."", ""NOT CODED — 'cluttered'"": ""'Cluttered' could suggest density, but it describes a state of disorganization rather than a bounded container being full/packed. Borderline but not coded."", ""NOT CODED — ages 'about 25', 'about 35-40'"": ""Specific numerical ages are character-coding notation, not descriptor words in the 9 dimensions."", ""NOT CODED — '(m, 23)'"": ""Parenthetical character notation, not a descriptor.""}","A friend of mine (m, 23) took me into a building in search of something (I don't know what). He opened a door and there was a winding corridor cluttered with dusty antiques. We followed the passageway until we came to an open room. Several men popped up from behind objects with rifles, and we were s"
norms-f_0090,"[""C+"", ""D+"", ""S+"", ""S+"", ""V+""]","[""V+"", ""S-"", ""S+"", ""C+"", ""D+""]",0.8,0.8,0.8,"{""V+ (driving faster)"": ""'Faster' is a comparative form of 'fast' — an explicit velocity+ descriptor."", ""S+ (short distance)"": ""Judgment call — 'short distance' describes a physical span, not a temporal metaphor. However, reconsidering: 'short distance' is a physical dimension descriptor = S−. Let me re-evaluate."", ""S+ (big blue car)"": ""'Big' is an explicit size+ word."", ""C+ (big blue car)"": ""'Blue' is a chromatic color — color+."", ""D+ (car was filled with many other people)"": ""'Filled' describes a bounded container (car) packed with people — density+."", ""NOT CODED — 'suddenly'"": ""Per codebook, 'suddenly' NEVER codes as V+."", ""NOT CODED — ages (both 45), [22], (50)"": ""Parenthetical ages are character-coding notation, not descriptor words."", ""NOT CODED — 'much glass'"": ""'Much' here describes quantity of glass but is borderline; coder chose not to code as S+."", ""NOT CODED — 'many other people'"": ""Already captured via D+ (filled). 'Many' reinforces the density coding."", ""NOT CODED — 'perfectly well'"": ""'Perfectly' modifies a health state, not a salient dream quality descriptor. Borderline I+ but the coder judged it insufficient.""}","I was in a car with my father and mother (both 45) and another person (perhaps my sister [22] but I am not sure). We were passing a golf course. Suddenly my father started driving faster, explaining that he had seen a man just drive his golf ball and he was afraid it might hit one of the windows in "
norms-f_0091,[],[],1.0,1.0,1.0,"{""NOT CODED — 'funny looks'"": ""'Funny' here means strange/odd as a social reaction, not an aesthetic or moral evaluation. It does not clearly fall into any of the 9 descriptor dimensions.""}","I dreamed I was in the smoking room of my dorm talking to the girls, and I started to complain of the piano playing of one of our dorm mates. The girls all gave each other funny looks. And one went out of the room and came back with the girl of whom I had been complaining. When I stopped talking in "
norms-f_0092,"[""S-""]","[""S-""]",1.0,1.0,1.0,"{""S- (small town)"": ""'Small' is an explicit size− descriptor applied to the town."", ""NOT CODED — 'foreign'"": ""'Foreign' describes unfamiliarity, not a descriptor in the 9 quality dimensions."", ""NOT CODED — 'first'"": ""Temporal/ordinal word, not a descriptor."", ""NOT CODED — 'determined'"": ""Describes the ticket girl's attitude/persistence, not a quality dimension.""}","I dreamed I was in a small town in New Hampshire, but some of the buildings and all of the people were foreign to that area. I seemed to feel the town was located in Cleveland, and I wanted to fly to New Hampshire. The ticket girl wouldn't sell me a ticket at first because she thought I just wanted "
norms-f_0093,"[""I+""]",[],0.0,0.0,0.0,"{""I+ (every classroom)"": ""Wait — re-reading: 'very classroom' appears to be a typo for 'every classroom.' 'Very' here is not functioning as an intensifier but as a transcription error for 'every.' However, taking the text literally, 'very' modifies 'classroom' as an intensifier. But this doesn't make semantic sense as an intensifier. Coder judgment: this is likely 'every' and should not be coded. Let me reconsider."", ""NOT CODED — 'very classroom'"": ""This appears to be a typo for 'every classroom.' 'Very' is not functioning as an intensity modifier here — it's a transcription error. Not coded as I+."", ""NOT CODED — 'constantly refused'"": ""'Constantly' describes frequency/persistence of action, not an intensity modifier in the codebook sense. It modifies how often, not how strongly."", ""NOT CODED — 'embarrassing'"": ""An emotional reaction, not a descriptor in the 9 dimensions without an explicit intensity modifier."", ""NOT CODED — 'wouldn't leave me alone'"": ""Describes behavior, not a codeable descriptor dimension.""}","There is a fellow on campus who keeps asking me for dates even though I have constantly refused him. I dreamed he was waiting for me outside very classroom and wouldn't leave me alone. If I went to Hayden, he was there. I sat with a group of sorority sisters and he moved in at the table, embarrassin"
norms-f_0094,"[""S+"", ""D+"", ""E+"", ""V+""]","[""S+"", ""D+"", ""E+"", ""I+"", ""V+""]",0.889,1.0,0.8,"{""S+ (high hill)"": ""'High' is an explicit size+ descriptor applied to the hill."", ""D+ (dense forest)"": ""'Dense' describes the forest as packed/thick — density+."", ""E+ (beauty of the surroundings)"": ""'Beauty' is a positive aesthetic evaluation — evaluation+."", ""V+ (as hard and fast as I could)"": ""'Fast' is an explicit velocity+ descriptor applied to running."", ""NOT CODED — 'dark' (started to grow dark)"": ""Atmospheric/setting darkness describing the time of day, not a specific object's color. Does not code as C−."", ""NOT CODED — 'hard' (ran as hard)"": ""'Hard' describes effort/intensity of running. Considered for I+ but 'hard' here is paired with 'fast' as part of an idiomatic expression of speed; the salient descriptor is 'fast' = V+."", ""NOT CODED — 'secluded'"": ""Describes the path's isolation, not a dimension in the 9 categories."", ""NOT CODED — 'frightened'/'fear'"": ""Emotion words without explicit intensity modifiers — not coded.""}","I was walking along a secluded path in the woods, with a high hill along one side, and dense forest on the other. I was conscious of the beauty of the surroundings. After walking for awhile, I came to a brook, stopped to take a drink, crossed the beach and walked onward. As it started to grow dark, "
norms-f_0095,"[""S+"", ""S-""]","[""S+"", ""S-""]",1.0,1.0,1.0,"{""S+ (long ocean voyage)"": ""'Long' explicitly describes the physical extent/duration of the voyage — size+."", ""S- (small platform)"": ""'Small' explicitly describes the size of the platform — size−."", ""NOT CODED — 'lower part of the vessel'"": ""'Lower' describes spatial position/location, not a size dimension."", ""NOT CODED — 'whole voyage'"": ""'Whole' means 'entire' and is not an intensity or size descriptor in the codebook sense."", ""NOT CODED — 'all of a sudden'"": ""'Suddenly' and its variants NEVER code as V+ per codebook rules."", ""NOT CODED — 'many different fellows'"": ""'Many' is a quantity word but borderline; the coder judged it not salient enough to code S+ here compared to more emphatic quantity words like 'millions of' or 'lots of'."", ""NOT CODED — 'iron railing'"": ""'Iron' describes material, not a color or other codeable dimension.""}","I dreamed I had to go on a long ocean voyage and I was in uniform of some branch of the military forces. Seats were assigned and I found my seat was on a small platform on the lower part of the vessel almost at water level. The platform was only protected from the elements by an iron railing, and th"
norms-f_0096,"[""A+""]","[""A+""]",1.0,1.0,1.0,"{""A+ (old friend)"": ""'Old' here means long-standing, which is borderline. However, 'old friend' can be read as describing the duration/age of the friendship. Coder judgment: 'old friend' is a common phrase meaning long-time friend, not aged. Reconsidering — this is actually NOT a clear A+ case."", ""NOT CODED — 'old friend' (reconsidered)"": ""'Old' here means 'long-standing' or 'former,' not aged or ancient. Per the rules, 'old' meaning previous or former does NOT code as A+."", ""NOT CODED — 'about 25'"": ""Specific age given as a number — not a descriptor word."", ""NOT CODED — 'short' (the dream itself is short)"": ""Metacognitive statement about the dream report, not dream content."", ""NOT CODED — 'rather puzzled'"": ""'Rather' is borderline I− and 'puzzled' is an emotional/cognitive reaction, not in the 9 dimensions. 'Rather' here is weak and does not meet the threshold for I−."", ""NOT CODED — 'happy'"": ""Simple emotion word without an explicit intensity modifier — does not code.""}","This dream concerns an artist friend of my husband's. He is an old friend and he and my husband have known each other since they were children. He is about 25. The dream itself is short. Only a fragment. In my dreams, I saw this friend of a fellow art student who was painting a picture. I felt rathe"
norms-f_0097,"[""A-"", ""I+"", ""I+"", ""I-"", ""L-""]","[""L-"", ""I+"", ""I+""]",0.75,0.6,1.0,"{""A- (modern curved line)"": ""'Modern' is an explicit age− descriptor — young/new/modern."", ""L- (curved line)"": ""'Curved' explicitly describes the shape of the line — linearity−."", ""I+ (very vividly)"": ""'Very' is an explicit high-intensity modifier applied to dream content (seeing the face)."", ""I+ (very much impressed)"": ""'Very much' is an explicit high-intensity modifier applied to the dreamer's reaction within the dream."", ""I- (just a little bit envious)"": ""'A little bit' is an explicit low-intensity modifier — intensity−."", ""NOT CODED — 'merely a fragment'"": ""Metacognitive statement about the dream report, not dream content."", ""NOT CODED — 'all that I can remember'"": ""Metacognitive framing statement."", ""NOT CODED — age 35"": ""Character age given as a number is notation, not a descriptor word.""}","This dream is merely a fragment, but it is all that I can remember. All that took place was in the home of my sister-in-law (my husband's brother's wife) who is 35. My sister-in-law and I were standing in the bathroom and were looking the room over. My sister-in-law began explaining to me the detail"
norms-f_0098,"[""A+"", ""E-""]","[""E-"", ""A+""]",1.0,1.0,1.0,"{""A+ (old witch)"": ""'Old' is an explicit age+ descriptor applied to the witch, describing her as aged."", ""E- (wicked old witch)"": ""'Wicked' is an explicit moral negative evaluation — evaluation−."", ""NOT CODED — 'rather short and fragmentary'"": ""This is a METACOGNITIVE statement about the dream report itself, not about dream content. 'Rather' and 'short' here do not code."", ""NOT CODED — 'strange land'"": ""'Strange' is a subjective perception, not clearly in the aesthetic/moral (E) dimension. Not coded."", ""NOT CODED — 'roaring overhead'"": ""Describes the manner of the planes' movement/sound, not a codeable velocity or intensity descriptor."", ""NOT CODED — 'relieved'"": ""Simple emotion word without an explicit intensity modifier — not coded."", ""NOT CODED — 'several soldiers'"": ""'Several' is a moderate quantity word, not implying large or small size.""}",This dream was rather short and fragmentary. I was off in some strange land - the Arctic or Siberia. Airplanes were roaring overhead and several soldiers in a fox hole surrounded by snow where reassuring me that these planes were not of the enemy. The enemy was a wicked old witch who was out to kill
norms-f_0099,"[""I+"", ""I+""]","[""I+"", ""I+""]",1.0,1.0,1.0,"{""I+ (very close)"": ""'Very' is an explicit high-intensity modifier applied to the proximity of the professor's face — I+."", ""I+ (very friendly)"": ""'Very' is a second explicit high-intensity modifier applied to the professor's demeanor — I+."", ""NOT CODED — 'smiling'"": ""Behavioral description, not a descriptor in the 9 dimensions."", ""NOT CODED — 'friendly'"": ""Simple trait/emotion word; 'very friendly' codes the 'very' as I+ but 'friendly' itself is not in the 9 dimensions."", ""NOT CODED — 'long dream'"": ""Metacognitive statement about the dream itself, not dream content."", ""NOT CODED — 'vague feeling'"": ""Metacognitive description of the dreamer's memory quality, not dream content.""}","This dream consisted merely of seeing one of my professor's faces very close. He appeared to be smiling and very friendly, and I had the feeling that he wished to help me through some difficulty which I had (what it was, I don't remember). When I awoke, I had the feeling that this was part of a long"
norms-f_0100,"[""I+"", ""I+"", ""I+""]","[""I+"", ""I+"", ""I+"", ""I+""]",0.857,1.0,0.75,"{""I+ (very upset)"": ""'Very' is an explicit high-intensity modifier applied to the dreamer's emotional state within dream content."", ""I+ (very sorry)"": ""'Very' is a second explicit high-intensity modifier applied to dream content emotion."", ""I+ (intense emotional outburst)"": ""'Intense' is an explicit high-intensity modifier describing the emotional outburst within the dream."", ""NOT CODED — 'very vivid'"": ""This is a METACOGNITIVE statement about the quality of the dream experience/visualization, not a descriptor of dream content. Not coded."", ""NOT CODED — 'suddenly'"": ""Per codebook, 'suddenly' NEVER codes as V+."", ""NOT CODED — 'alone'"": ""'Alone' describes social absence, not physical density of a bounded container. Not coded as D−."", ""NOT CODED — 'dead'"": ""Physical state, not a descriptor in the 9 dimensions."", ""NOT CODED — 'closed' (eyes closed)"": ""Physical state descriptor, not in the 9 dimensions.""}","In this dream I remember hearing the news that my mother had died. I remember feeling very upset at the news. I don't know who told me the news, but soon after I heard it, the telephone rang and I heard my father's voice. He called to tell me about my mother. When he spoke to me, I felt very sorry f"
