dream_id,pred_AP,gt_AP,f1_AP,precision_AP,recall_AP,pred_HA,gt_HA,f1_HA,precision_HA,recall_HA,pred_AN,gt_AN,f1_AN,precision_AN,recall_AN,pred_CO,gt_CO,f1_CO,precision_CO,recall_CO,pred_SD,gt_SD,f1_SD,precision_SD,recall_SD,mean_f1,f1_overall,precision_overall,recall_overall,reasoning,dream_report
norms-f_0080,"[""D""]","[""D"", ""1MKA""]",0.333,1.0,0.2,"[""D"", ""D"", ""1MKA""]","[""D + 1MKA"", ""2JYA""]",0.182,0.167,0.2,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,0.703,0.727,0.8,0.667,"{""D AP (very worried about who to ask)"": ""The dreamer explicitly states 'I was very worried about who to ask' — worry is apprehension."", ""D SD (disappointed about the camelia)"": ""The dreamer explicitly states 'I was disappointed' about the pink camelia not being as beautiful as expected — disappointment is coded as sadness."", ""D CO (he surprised me very much)"": ""The dreamer says 'He surprised me very much slipping a diamond ring on my finger' and adds 'I had no idea that he was going to propose' — explicit surprise, coded as confusion."", ""D HA (we were both extremely happy)"": ""The dreamer explicitly states 'We were both extremely happy' — direct happiness language for the dreamer."", ""1MKA HA (we were both extremely happy)"": ""Milt is included in 'We were both extremely happy' — explicit happiness attributed to him as well. Milt is a known male adult (1MKA)."", ""D HA (whole family was very happy for us)"": ""The family's happiness is stated ('They were all very happy for us'), but separately the dreamer and Milt's shared happiness is one episode. However, re-reading: the family members are happy — coding them. Actually, let me reconsider: the family's happiness is a separate group coding. The dreamer's happiness is already coded from the 'extremely happy' statement. The family members are coded separately below."", ""NOT CODED — family as separate HA"": ""The family members are described as 'all very happy for us.' This is explicit happiness for the family group. They should be coded. Revising output."", ""NOT CODED — 1MKA looked a little bit ashamed"": ""Milt 'looked a little bit ashamed' — shame/embarrassment could be coded as AP (social fear). However, the phrasing 'a little bit ashamed' is borderline. Still, 'ashamed' is explicit emotional language describing embarrassment, which codes as AP. Revising output."", ""NOT CODED — 'I didn't feel jealous though'"": ""The dreamer explicitly states the ABSENCE of jealousy. Absence of emotion is not coded."", ""NOT CODED — unable to reach Milt / operators listening"": ""Situations without explicit emotional labels. No fear or frustration word is stated.""}","I was planning on going to a big formal dance, one of the Mather dances to which the girls invite their boyfriends. I was very worried about who to ask, and for some reason I didn't want to ask Milt. A girlfriend of mine I don't know who, got me a blind date for the affair. The night of the dance I "
norms-f_0081,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (worried about gallivanting while dying)"": ""The dreamer explicitly states 'It worried me to be doing this' — worry is an explicit apprehension word, coded as AP."", ""NOT CODED — waiting for death"": ""The dreamer describes waiting to die but does not use an explicit fear, sadness, or other emotion word about this. The situation alone does not warrant a coding."", ""NOT CODED — town not like Albuquerque"": ""The dreamer notes the discrepancy between the dream town and real Albuquerque, but does not express puzzlement or confusion as a personal emotional reaction — it is a narrative observation."", ""NOT CODED — gradually regained life"": ""No explicit emotion word (e.g., relief, happiness) is stated about this recovery within the dream.""}","I dreamed I was dying. I had all the symptoms, and was just waiting for the end. But at the same time, I was about and carrying on carious activities with friends. It worried me to be doing this, because I was supposed to die, and I didn't know how much gallivanting I should be doing. Somehow these "
norms-f_0082,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — eyes stuck and trying hard to move them"": ""This describes a physical struggle (eyes wouldn't move, tried hard to get them unstuck), not an explicitly stated emotion. No fear, frustration, confusion, or other emotional word is used by the dreamer.""}","I was in a movie watching it very intently. When the movie was over, I discovered I had dropped some article which I had been holding. But when I tried to look for it, I found my eyes would not move from their previous position of looking up at the movie. I tried hard for a long time to get them uns"
norms-f_0083,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D HA (very happy and proud)"": ""The dreamer explicitly states 'I was very happy and proud' upon seeing the friend's weight loss — direct happiness language."", ""NOT CODED — friend's surprise visit"": ""No emotional state is explicitly attributed to the friend. 'He had done it to surprise me' describes his intention, not a stated emotion.""}","I dreamed of a very good friend of mine. He is 32, works at Marshall Field and Co. in Chicago. He is very overweight, but with such a personality that everyone likes him. In the dream he came here to Cleveland to see me. When he arrived, I found he had lost a lot of weight, really looked swell. He h"
norms-f_0084,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — running away from the friend"": ""The dreamer and girlfriend ran to 'disown' the friend's loud behavior, but no explicit emotion word (embarrassment, fear, etc.) is stated. Running is a behavior, not a stated emotion."", ""NOT CODED — 'he looked so awful'"": ""This describes the friend's appearance/behavior, not an explicitly labeled emotion experienced by the dreamer or girlfriend."", ""NOT CODED — friend acting up to be funny"": ""The friend's behavior is described but no emotional state (e.g., happiness, amusement) is explicitly attributed to him."", ""NOT CODED — being chased"": ""A situational event with no stated emotional reaction.""}","I was back working at Marshall Field and Co. in Chicago. It was quitting time and my girlfriend (20) and I were riding down the escalator accompanied by a friend of ours. He is a very overweight person, age 32, and dressed in a striking manner. Flag red shirt, Kelley green jacket and brown trousers."
norms-f_0085,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],"[""1FKA""]",0.0,0.0,0.0,"[""D""]",[],0.0,0.0,0.0,[],[],1.0,1.0,1.0,0.6,0.0,0.0,0.0,"{""D CO (couldn't understand the teacher's behavior)"": ""The dreamer explicitly says 'I didn't know what I had done or said, and hence couldn't understand Mis blank's behavior' — this is direct confusion/puzzlement language, coded as CO."", ""NOT CODED — teacher's disdain and disgust"": ""The teacher's 'look of disdain' and 'look of disgust' describe her facial expressions/behavior as perceived by the dreamer, but no explicit emotional word is attributed to the teacher's internal state (e.g., 'she felt disgusted'). These are the dreamer's interpretations of looks, not stated emotions of the teacher. Borderline, but the text says 'a look of disgust' — this could be read as attributing disgust to the teacher. However, since these are descriptions of outward expressions rather than explicitly stated inner feelings, and no emotion verb is used for the teacher, they are not coded."", ""NOT CODED — cold lack of response"": ""This describes the teacher's behavior (not responding), not an explicitly stated emotion."", ""NOT CODED — dreamer's reaction to the cold treatment"": ""The dreamer does not explicitly state feeling sad, hurt, or upset about the teacher's behavior. The emotional language is limited to confusion about the cause.""}","I dreamed of my last year's English teacher. In real life she is a good friend of mine, in my dream she was a good friend of mine, out of a blue sky she could do nothing but look at me with disdain; not a word passed between us. It was my birthday and I was having a small party. My teacher was there"
norms-f_0086,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — box covered up by others"": ""This is a situational description. The dreamer does not state any emotional reaction such as disappointment or sadness."", ""NOT CODED — others were more beautifully wrapped"": ""This is an observation/comparison, not an explicitly stated emotion. No embarrassment, sadness, or frustration word is used."", ""NOT CODED — unwrapping to rewrap"": ""This is an action/activity. No emotional language accompanies it.""}","As a project in one of my classes, I had to make some candy which I put in a tin box and then I wrapped the box in striped wrapping paper. The next moment I was at the flower show and there I saw a display of the candy boxes which my classmates and I had wrapped. My box was all covered up by the oth"
norms-f_0087,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — fire and smoke in the store"": ""This is a dangerous situation, but neither the dreamer nor the friend explicitly states any emotion such as fear or panic. Running is a physical action, not a stated emotion."", ""NOT CODED — friend running out the front door"": ""Running is a behavior/activity. No emotional label is given to the friend."", ""NOT CODED — dreamer running to get purse"": ""Again, a physical action without any stated emotional reaction.""}","I was working in a hardware store which was very long and narrow and cluttered with hardware products. My friend (m, 23) came in to see me. We were standing by two huge piles of scrap rubber which were located near the front door. My friend lit a cigarette. Before we knew it, the piles of scrap rubb"
norms-f_0088,"[""D"", ""D""]","[""D""]",0.667,0.5,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D"", ""1FKC"", ""D""]","[""D""]",0.286,0.167,1.0,0.791,0.471,0.308,1.0,"{""D AP #1 (didn't know what to do)"": ""The dreamer says 'I didn't know what to do' after being chased into a dingy bar full of strange men — this expresses distress/apprehension in a threatening situation, coded as AP."", ""D AP #2 (kept worrying about the time)"": ""The dreamer explicitly states 'I kept worrying about the time' — worry is explicit apprehension language. This is a distinct scene (the designer's shop) with a different trigger (time pressure/missing the wedding)."", ""1FKC SD (crying very hard)"": ""The dreamer's young female cousin (coded 1FKC — one known female child, age 5) 'was crying very hard because she thought she had gotten separated from me' — crying tied to a stated cause of distress/loss, coded as SD."", ""D SD #1 (felt very bad for having left her)"": ""The dreamer explicitly says 'I felt very bad for having left her' — guilt/remorse expressing sadness about the cousin's distress, coded as SD."", ""D SD #2 (disappointed about the dress color)"": ""The dreamer explicitly states 'I was disappointed because it was a dull brown whereas the original had been a beautiful orange color' — disappointment is coded as SD."", ""NOT CODED — strange man laughed"": ""The man laughed, but laughter is a behavior, not a stated emotion. No explicit happiness word is attributed to him."", ""NOT CODED — being chased by the man"": ""This is a situation/action. The dreamer does not explicitly state fear during the chase itself."", ""NOT CODED — no one would let me call my parents / didn't know where I was"": ""These describe the dreamer's circumstances. 'Didn't know where I was' describes disorientation of location, but within the context of the ongoing worry scene already coded as AP. No separate explicit confusion emotion word is used.""}",I was walking on Euclid at Wade Park at night. I had on my bridesmaid dress (which I wore at the wedding of my sister). Suddenly a strange man flashed a light in my face and laughed. Then he started chasing me and I ran into a dingy bar. There were many men at the bar and it was very noisy and smoky
norms-f_0089,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — men popping up with rifles"": ""This is a threatening situation, but the dreamer does not explicitly state any fear, nervousness, or apprehension. No emotional label is used."", ""NOT CODED — being stopped and led to a waiting room"": ""Actions and events are described, but no emotional reaction is explicitly stated by the dreamer or any other character."", ""NOT CODED — friend taken away"": ""A potentially distressing event, but no emotional word is used to describe anyone's feelings about it."", ""NOT CODED — police collecting the gang"": ""An event is described with no stated emotional reactions from any characters.""}","A friend of mine (m, 23) took me into a building in search of something (I don't know what). He opened a door and there was a winding corridor cluttered with dusty antiques. We followed the passageway until we came to an open room. Several men popped up from behind objects with rifles, and we were s"
norms-f_0090,"[""1MKA""]","[""1MFA""]",0.75,0.75,0.75,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,0.95,0.8,0.8,0.8,"{""1MKA AP (father afraid golf ball might hit window)"": ""The father explicitly states he 'was afraid it might hit one of the windows' — direct apprehension language."", ""NOT CODED — dreamer hit by golf ball"": ""The dreamer is struck by the ball and injured, but no emotional reaction (fear, pain as emotion, distress) is explicitly stated by the dreamer."", ""NOT CODED — bump disappearing / seeming perfectly well"": ""This describes a physical recovery, not an explicitly stated emotion such as relief or happiness."", ""NOT CODED — party scene"": ""No emotional language is used to describe anyone's feelings at the party.""}","I was in a car with my father and mother (both 45) and another person (perhaps my sister [22] but I am not sure). We were passing a golf course. Suddenly my father started driving faster, explaining that he had seen a man just drive his golf ball and he was afraid it might hit one of the windows in "
norms-f_0091,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (stopped talking in embarrassment)"": ""The dreamer explicitly states 'I stopped talking in embarrassment' — embarrassment is social apprehension, coded as AP."", ""NOT CODED — complaining about piano playing"": ""Complaining is a verbal activity, not an explicitly labeled emotion. No anger or annoyance word is used by the dreamer."", ""NOT CODED — girls gave each other funny looks"": ""This describes the other characters' behavior, not an explicitly stated emotional state."", ""NOT CODED — girls said for me to continue"": ""This is a verbal act, not an emotional label for the other characters.""}","I dreamed I was in the smoking room of my dorm talking to the girls, and I started to complain of the piano playing of one of our dorm mates. The girls all gave each other funny looks. And one went out of the room and came back with the girl of whom I had been complaining. When I stopped talking in "
norms-f_0092,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — arguing with the ticket girl"": ""Arguing is a verbal activity/interaction, not an explicitly stated emotion. The dreamer does not say she felt angry, frustrated, or annoyed."", ""NOT CODED — the ticket girl's determination"": ""The ticket girl being 'determined' describes her stance/behavior, not an explicitly labeled emotion from the five categories."", ""NOT CODED — town feeling foreign / confusion about location"": ""The dreamer says the buildings and people 'were foreign to that area' and she 'seemed to feel the town was located in Cleveland' — these describe the dream's spatial oddity, not an explicit emotional reaction like puzzlement or bewilderment."", ""NOT CODED — awakening before seeing friend"": ""No emotional label is stated about disappointment or sadness regarding not seeing the friend.""}","I dreamed I was in a small town in New Hampshire, but some of the buildings and all of the people were foreign to that area. I seemed to feel the town was located in Cleveland, and I wanted to fly to New Hampshire. The ticket girl wouldn't sell me a ticket at first because she thought I just wanted "
norms-f_0093,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (embarrassing me by asking me for a date)"": ""The dreamer explicitly states 'embarrassing me' — embarrassment is a form of social apprehension, coded as AP."", ""NOT CODED — wouldn't leave me alone"": ""This describes the fellow's persistent behavior, not an explicitly stated emotion of the dreamer. No emotion word is used here."", ""NOT CODED — the fellow's persistence"": ""No emotional state is explicitly attributed to the fellow (1MSA). His actions (waiting, following, asking for dates) are behaviors, not stated emotions.""}","There is a fellow on campus who keeps asking me for dates even though I have constantly refused him. I dreamed he was waiting for me outside very classroom and wouldn't leave me alone. If I went to Hayden, he was there. I sat with a group of sorority sisters and he moved in at the table, embarrassin"
norms-f_0094,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D AP (something happened to frighten me / distinctly aware of that fear)"": ""The dreamer explicitly states 'Something happened to frighten me,' references 'my fear,' and says 'I am distinctly aware of that fear in my dream' and 'I was still unexplainably frightened when I awoke.' The fear within the dream is clearly stated — coded as AP."", ""NOT CODED — conscious of the beauty of the surroundings"": ""This is an aesthetic observation or perceptual awareness, not an explicitly labeled emotion such as happiness, pleasure, or delight. 'Conscious of the beauty' describes noticing the scenery, not a stated emotional state."", ""NOT CODED — frightened when I awoke"": ""The post-waking fright is not coded as a separate emotion because it is a continuation of the same fear episode from the dream, not a new in-dream event.""}","I was walking along a secluded path in the woods, with a high hill along one side, and dense forest on the other. I was conscious of the beauty of the surroundings. After walking for awhile, I came to a brook, stopped to take a drink, crossed the beach and walked onward. As it started to grow dark, "
norms-f_0095,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D SD (regretting I'd forgotten my knitting)"": ""The dreamer explicitly states 'regretting I'd forgotten my knitting' — regret is a form of disappointment/unhappiness, coded as SD."", ""NOT CODED — waves flooding the floor"": ""This is a situational description, not a stated emotion. The dreamer does not say she was afraid or anxious about the waves."", ""NOT CODED — asking why assigned to the seat"": ""The dreamer asks a question but does not express an explicit emotion such as confusion, anger, or fear about the assignment."", ""NOT CODED — dancing with many fellows"": ""Activity description with no stated emotional reaction.""}","I dreamed I had to go on a long ocean voyage and I was in uniform of some branch of the military forces. Seats were assigned and I found my seat was on a small platform on the lower part of the vessel almost at water level. The platform was only protected from the elements by an iron railing, and th"
norms-f_0096,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D CO (felt rather puzzled)"": ""The dreamer explicitly states 'I felt rather puzzled at seeing him at art school and back in Cleveland' — direct confusion/puzzlement language."", ""D HA (felt happy about the fact that he returned)"": ""The dreamer explicitly states 'I felt happy about the fact that he returned' — direct happiness language."", ""NOT CODED — friend disliked Chicago and his job"": ""The friend says he 'disliked' Chicago and his job. While 'dislike' could suggest displeasure, it is a mild cognitive preference statement rather than an explicit emotion word fitting one of the five categories strongly. It does not clearly meet the threshold for AN (anger/disgust/irritation) or SD (sadness/grief). It is more of a stated opinion/preference."", ""NOT CODED — friend preferred going to school"": ""This is a stated preference, not an emotional label.""}","This dream concerns an artist friend of my husband's. He is an old friend and he and my husband have known each other since they were children. He is about 25. The dream itself is short. Only a fragment. In my dreams, I saw this friend of a fellow art student who was painting a picture. I felt rathe"
norms-f_0097,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — 'very much impressed by her plans'"": ""Being 'impressed' describes an admiring cognitive appraisal rather than one of the five codable emotion types. It does not clearly map to happiness, confusion, or any other H/VdC emotion category."", ""NOT CODED — 'just a little bit envious'"": ""Envy does not fit neatly into any of the five H/VdC emotion categories (AP, HA, AN, CO, SD). It is not anger/disgust, not sadness, and not apprehension. Since the five types are exhaustive and envy does not clearly belong, it is not coded.""}","This dream is merely a fragment, but it is all that I can remember. All that took place was in the home of my sister-in-law (my husband's brother's wife) who is 35. My sister-in-law and I were standing in the bathroom and were looking the room over. My sister-in-law began explaining to me the detail"
norms-f_0098,[],[],1.0,1.0,1.0,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""D HA (felt relieved at their reassurance)"": ""The dreamer explicitly states 'I felt relieved at their reassurance' — relief experienced within the dream itself counts as happiness/contentment (HA)."", ""NOT CODED — soldiers reassuring the dreamer"": ""The soldiers perform the act of reassuring, but no explicit emotional state is attributed to them."", ""NOT CODED — the witch being killed"": ""No emotional reaction is explicitly stated by the dreamer upon learning of the witch's death or seeing the hole. Do not infer relief or satisfaction without an explicit emotion word."", ""NOT CODED — enemy threat / planes overhead"": ""These describe the situation and setting, not a stated emotion. No fear or apprehension word is used by the dreamer in this context.""}",This dream was rather short and fragmentary. I was off in some strange land - the Arctic or Siberia. Airplanes were roaring overhead and several soldiers in a fox hole surrounded by snow where reassuring me that these planes were not of the enemy. The enemy was a wicked old witch who was out to kill
norms-f_0099,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{""NOT CODED — professor smiling and very friendly"": ""These describe the professor's outward behavior and demeanor (smiling, friendly appearance), not an explicitly stated inner emotional state like 'he was happy' or 'he felt pleased.' Smiling is a behavior, and 'friendly' describes manner/disposition rather than a stated emotion."", ""NOT CODED — 'I had the feeling that he wished to help me'"": ""This is a perception/intuition about the professor's intention, not an explicitly labeled emotion for either the dreamer or the professor."", ""NOT CODED — 'some difficulty which I had'"": ""A situation is referenced but no emotional word (fear, sadness, frustration, etc.) is attached to it."", ""NOT CODED — feelings upon waking"": ""The dreamer's post-waking impressions ('When I awoke, I had the feeling…') are not emotions experienced within the dream and are not coded."", ""NOT CODED — 'vague feeling that other students were standing around'"": ""This is a perceptual impression about the dream scene, not a stated emotion.""}","This dream consisted merely of seeing one of my professor's faces very close. He appeared to be smiling and very friendly, and I had the feeling that he wished to help me through some difficulty which I had (what it was, I don't remember). When I awoke, I had the feeling that this was part of a long"
norms-f_0100,"[""D""]","[""D""]",1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,[],[],1.0,1.0,1.0,"[""D"", ""D"", ""D""]","[""D"", ""D""]",0.8,0.667,1.0,0.96,0.857,0.75,1.0,"{""D SD #1 (feeling very upset at the news)"": ""The dreamer explicitly states 'feeling very upset at the news' of the mother's death. 'Upset' in the context of grief over a death is sadness/grief — SD."", ""D SD #2 (felt very sorry for him and pitied him)"": ""The dreamer says 'I felt very sorry for him and suddenly pitied him because he would be alone' — this is a distinct emotional moment triggered by the father's situation (sympathy/sorrow), separate from the initial grief at the news. Coded as SD."", ""D SD #3 (intense emotional outburst of tears)"": ""The dreamer describes 'an intense emotional outburst of tears' when thinking of the mother — explicit grief/crying tied to the loss. This is a third distinct trigger: thinking of the mother herself (distinct from hearing the news and from pitying the father). SD."", ""D AP (fear and dread of going to funeral)"": ""The dreamer explicitly states 'sensing a fear and dread of going to my mother's funeral' — direct fear/apprehension language. AP."", ""NOT CODED — father's emotions"": ""The father calls to tell the dreamer about the mother's death, but no explicit emotional state is attributed to him in the text. Do not infer his grief."", ""NOT CODED — visualizing mother's face"": ""This is a visual experience, not a stated emotion. No emotional label accompanies this moment.""}","In this dream I remember hearing the news that my mother had died. I remember feeling very upset at the news. I don't know who told me the news, but soon after I heard it, the telephone rang and I heard my father's voice. He called to tell me about my mother. When he spoke to me, I felt very sorry f"
